,GLOBALEVENTID,Date,Actor1Code,Actor1Name,Actor1CountryCode,Actor1Type1Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2Type1Code,EventCode,AvgTone,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor2Geo_FullName,Actor2Geo_CountryCode,SOURCEURL
5078,835902718,20190404,CAN,CANADA,CAN,,BUS,COMPANY,,BUS,130,-0.20123074858557,Canada,CA,Canada,CA,https://seekingalpha.com/article/4252710-expedia-group-inc-long-growth-runway-will-fuel-dividend-growth
5079,836279433,20190405,USA,UNITED STATES,USA,,,,,,110,-3.34184838150773,"Manhattan, New York, United States",US,,,https://www.channelnewsasia.com/news/business/us-judge-rules-against-expedia-in-united-airlines-fare-listings-lawsuit-11418250
5080,836315443,20190405,JUD,JUDGE,,JUD,USA,NEW YORK,USA,,53,-2.96296296296296,"New York, United States",US,"New York, United States",US,https://news.yahoo.com/united-wins-first-round-expedia-220546472.html
5081,836349602,20190406,USA,UNITED STATES,USA,,,,,,51,-0.098376565805626,"Manhattan, New York, United States",US,,,https://www.reuters.com/article/ual-lawsuit-expedia-group/u-s-judge-rules-against-expedia-in-united-airlines-fare-listings-lawsuit-idUSL1N21N169
5083,836362822,20190406,JUD,JUDGE,,JUD,USA,NEW YORK,USA,,53,-3.20284697508897,"New York, United States",US,"New York, United States",US,https://skift.com/2019/04/05/united-wins-first-round-in-expedia-dispute-over-fares/
5084,836809475,20190408,,,,,PRT,PORTO,PRT,,42,-2.5462962962963,,,"San Francisco, California, United States",US,https://www.seattletimes.com/life/travel/travel-troubleshooter-she-canceled-her-expedia-hotel-room-so-wheres-her-refund/
5086,837278743,20190410,DEU,GERMAN,DEU,,NLD,THE NETHERLAND,NLD,,100,-5.90405904059041,Germany,GM,Netherlands,NL,https://asia.nikkei.com/Business/Companies/Japan-antitrust-watchdog-probes-Expedia-and-Rakuten
5089,837885698,20190412,JPN,JAPAN,JPN,,,,,,190,-4.46454911163258,Japan,JA,,,https://www.traveldailymedia.com/booking-com-expedia-and-rakuten-offices-probed-by-japan-fair-trade-commission/
5090,838214115,20190413,EUR,EUROPE,EUR,,JUD,ADVOCATE,,JUD,172,1.43884892086331,"Tokyo, Tokyo, Japan",JA,"Tokyo, Tokyo, Japan",JA,https://skift.com/2019/04/13/marriotts-new-expedia-contract-and-5-other-hospitality-trends-this-week/
5091,838595638,20190415,,,,,JOR,JORDAN,JOR,,70,3.26444497628305,,,"Amman, (JO11), Jordan",JO,https://menafn.com/1098393562/Jordan-QRF-Expedia-Group-sign-MoU-to-improve-education
5092,838691473,20190416,,,,,JOR,JORDAN,JOR,,57,3.57142857142857,,,Jordan,JO,https://menafn.com/1098395313/Jordan-Expedia-signs-agreement-with-Queen-Rania-Foundation-to-help-roll-out-child-development-app
5094,839111468,20180417,,,,,MNCUSA,BOEING,USA,MNC,100,0.72840790842872,,,"San Francisco, California, United States",US,https://news.yahoo.com/united-airlines-plays-hardball-expedia-183045109.html
5096,840386201,20190423,,,,,BUS,COMPANY,,BUS,13,-0.4906475638183,,,"Toronto, Ontario, Canada",CA,http://www.chicagotribune.com/lifestyles/travel/sc-trav-trouble-asiana-expedia-0430-20190423-story.html
5098,840604913,20190424,BUS,COMPANY,,BUS,,,,,20,3.38152451826137,"Puerto Vallarta, Jalisco, Mexico",MX,,,https://www.sfgate.com/travel/article/summer-in-mexico-expedia-13785435.php
5102,840897103,20190425,,,,,PHL,PHILIPPINE,PHL,,42,-0.37523452157599,,,"Toronto, Ontario, Canada",CA,http://www.orlandosentinel.com/travel/sc-trav-trouble-asiana-expedia-0430-20190423-story.html
5103,841271373,20190427,FRA,FRANCE,FRA,,GOV,KING,,GOV,43,2.02531672597105,"Paris, France (general), France",FR,"Paris, France (general), France",FR,https://viewfinder.expedia.com/chocolate-tours-worth-planning-your-trip-around/
5107,841677536,20190429,,,,,PHL,PHILIPPINE,PHL,,42,-0.36496350364964,,,"Toronto, Ontario, Canada",CA,https://www.seattletimes.com/life/travel/travel-troubleshooter-a-missing-leg-on-asiana-and-a-missing-refund-from-expedia/
5109,842559640,20190502,,,,,ESP,SEVILLE,ESP,,43,0.47145102147721,,,"Espa, Hordaland, Norway",NO,https://viewfinder.expedia.com/9-star-wars-film-locations-you-can-visit-in-real-life/
5136,842584062,20190503,,,,,BUS,AIRLINE,,BUS,190,-2.63157894736842,,,,,https://www.geekwire.com/2019/expedia-stock-dips-revenues-come-short-analyst-expectations-q1/
5139,842589528,20190503,USA,UNITED STATES,USA,,BUS,AIRLINE,,BUS,10,0.820650516779701,United States,US,United States,US,https://www.travelweekly.com/Travel-News/Airline-News/Expedia-CEO-says-United-Airlines-rift-is-value-destructive
5140,842624134,20190503,MED,WEBSITE,,MED,MNCUSAMED,GOOGLE,USA,MNC,90,-0.72727272727273,,,,,https://www.seattletimes.com/business/expedia-shares-fall-as-home-rental-business-vrbo-goes-slow/
5141,842757452,20190503,BUS,BUSINESS,,BUS,GRDGOVMED,BRIAN MC,GRD,GOV,43,-1.13636363636363,,,,,https://www.barrons.com/articles/expedia-group-vrbo-brand-cooling-earnings-51556897988
5145,842806847,20190503,,,,,JPN,JAPAN,JPN,,36,4.31372549019608,,,"Kyoto, Kyoto, Japan",JA,https://viewfinder.expedia.com/kyoto-food-tours/
5149,843076877,20190505,,,,,MED,CORRESPONDENT,,MED,40,0.0,,,"New York, United States",US,https://meaww.com/chelsea-clinton-300000-earnings-just-six-meetings-as-iac-board-member-expedia-stock-worth-hillary
5159,843132725,20190505,,,,,BUS,BUSINESS,,BUS,100,-0.29498525073746,,,"Denver, Colorado, United States",US,https://skift.com/2019/05/05/expedia-faces-headwinds-in-short-term-rentals-and-4-other-digital-trends-this-week/
5162,843269330,20190506,,,,,MEX,MEXICO,MEX,,42,1.49625935162095,,,"Dallas, Texas, United States",US,https://www.travelmarketreport.com/articles/How-One-Travel-Advisor-Converted-a-Devoted-Expedia-User-to-an-Agency-Fan
5167,844161316,20190509,COP,SECURITY OFFICER,,COP,USA,SEATTLE,USA,,42,3.83275261324042,"Seattle, Washington, United States",US,"Seattle, Washington, United States",US,https://www.geekwire.com/2019/tech-moves-nordstrom-hires-expedia-tech-vet-univ-washington-names-head-new-clean-tech-center/
5170,844428198,20190510,USA,CALIFORNIA,USA,,,,,,84,4.68140442132639,"California, United States",US,,,https://viewfinder.expedia.com/travel-activities-support-wildlife-conservation/
5174,844921267,20190513,MNCUSAMED,GOOGLE,USA,MNC,,,,,90,2.23913817663818,"Florida, United States",US,,,https://markets.businessinsider.com/news/stocks/expedia-unpacks-the-best-time-to-book-cheap-places-to-visit-and-everything-else-you-need-to-know-about-summer-2019-1028195711
5175,845051784,20190514,CVL,TRAVELER,,CVL,,,,,36,1.78264099161932,United States,US,,,https://www.newschannel5.com/news/national/when-to-book-expedia-discloses-the-best-times-to-book-when-traveling
5176,845969847,20190517,,,,,MNC,MASTERCARD,,MNC,51,-0.841968911917095,,,Canada,CA,https://www.cbc.ca/news/canada/manitoba/expedia-charges-manitoba-man-holiday-inn-1.5139297
5181,846263160,20190519,CAN,MANITOBA,CAN,,USA,MINNESOTA,USA,,42,-0.44378698224853,Canada,CA,Canada,CA,https://www.shared.com/expedia-overcharged-room/
5184,846563191,20190520,CVL,TRAVELER,,CVL,MNCUSAMED,GOOGLE,USA,MNC,90,-2.26537216828479,,,,,https://www.barrons.com/articles/google-travel-trivago-tripadvisor-expedia-stock-51558365748
5185,847143645,20190522,USA,TEXAS,USA,,CRM,GANG,,CRM,841,5.32544378698225,,,,,https://kicks1055.com/brookfields-expedia-cruise-center-in-the-kicks-country-workzone/
5186,847656474,20190524,,,,,JPN,HIROSHIMA,JPN,,42,1.35520684736091,,,"Hiroshima, Hiroshima, Japan",JA,https://viewfinder.expedia.com/osaka-food-guide-what-to-eat-in-japans-kitchen/
5198,848536620,20190529,GOV,PRESIDENT,,GOV,,,,,33,-0.62029933612369,United States,US,,,https://kuow.org/stories/what-s-driving-travel-giant-expedia-s-move-to-seattle-s-waterfront
5200,849038279,20190531,,,,,JPN,SAGA,JPN,,43,1.74632352941177,,,"Walt Disney World, Florida, United States",US,https://viewfinder.expedia.com/weve-actually-been-inside-star-wars-galaxys-edge-and-its-amazing/
5209,849642712,20190527,SGP,SINGAPORE,SGP,,,,,,130,1.3235294117647,Malaysia,MY,,,https://asia.nikkei.com/Business/Companies/Expedia-Booking.com-warn-AirAsia-of-turbulence-in-online-travel-plan
5214,849968839,20190604,NGA,NIGERIA,NGA,,NGAGOV,NIGERIA,NGA,GOV,51,2.42424242424243,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,https://thenationonlineng.net/expediate-action-on-payment-of-nigeria-airways-pensioners-nup-tells-buhari/
5215,850440615,20190606,BUS,AIRLINE,,BUS,USA,UNITED STATES,USA,,20,-0.64102564102564,"New York, United States",US,"New York, United States",US,https://skift.com/2019/06/06/expedia-mulls-matching-booking-on-resort-fee-commissions/
5218,851288558,20190610,GBR,LONDON,GBR,,,,,,111,4.59183673469388,United States,US,,,https://www.traveldailynews.com/post/new-agreement-for-expedia-partner-solutions-and-dcs-plus-unlocks-the-power-of-expedia-group-in-emerging-markets
5219,851498021,20190611,BUS,TOURISM INDUSTRY,,BUS,CVL,TRAVELER,,CVL,43,1.9396551724138,China,CH,United States,US,https://www.newyorktelegraph.com/news/261371655/global-business-travel-market-analysis-2019-2025-share-size-segmentation-with-leading-companies--bcd-travel-carlson-wagonlit-travel-expedia-hogg-robinson-group-and-more-
5221,851569019,20190611,BUS,COMPANY,,BUS,,,,,111,4.17867435158502,"Miami, Florida, United States",US,,,https://www.prnewswire.com:443/news-releases/expedia-cruiseshipcenters-makes-waves-in-florida-with-aggressive-franchise-development-plans-300863358.html
5226,851590449,20190611,USA,AMERICAN,USA,,USACVL,UNITED STATES,USA,CVL,43,0.46838407494145,United States,US,United States,US,https://news.yahoo.com/americans-kinder-travelers-canadians-expedia-survey-161119400.html
5228,851693072,20190612,,,,,THA,THAILAND,THA,,42,3.69881109643329,,,"Pattaya, Chon Buri, Thailand",TH,https://www.traveldailynews.asia/expedia-group-reveals-new-insights-on-hotel-demand-trends-t
5232,851700545,20190612,CVL,TRAVELLER,,CVL,,,,,141,3.8917089678511,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,,,https://www.thephuketnews.com/thailand-hotel-bookings-continue-to-rise-says-expedia-report-71757.php
5235,851827109,20190612,CAN,CANADIAN,CAN,,USA,AMERICAN,USA,,43,5.37634408602151,Canada,CA,United States,US,https://www.thejakartapost.com/travel/2019/06/12/americans-are-kinder-travelers-than-canadians-expedia-survey.html
5241,852185251,20190613,BUS,INDUSTRY,,BUS,CUB,CUBA,CUB,,36,-3.97905759162304,"Bay Of Pigs, Matanzas, Cuba",CU,"Bay Of Pigs, Matanzas, Cuba",CU,https://www.independent.co.uk/news/world/americas/expedia-cuba-sanctions-fine-treasury-sanctions-travel-a8957886.html
5250,852188578,20190613,IGOEUREEC,EUROPEAN COMMISSION,EUR,IGO,,,,,10,-4.47530864197531,Denmark,DA,,,https://skift.com/2019/06/13/hotel-site-files-antitrust-complaint-against-expedia-and-booking/
5252,852190883,20190613,CUB,CUBA,CUB,,USAGOV,BARACK OBAMA,USA,GOV,43,-1.76678445229682,Cuba,CU,Cuba,CU,https://www.usatoday.com/story/travel/news/2019/06/13/expedia-fined-300-000-over-cuba-travel-breached-sanctions/1447000001/
5255,852209569,20190613,BUS,INDUSTRY,,BUS,CUB,CUBA,CUB,,36,-2.32558139534884,United States,US,"Bay Of Pigs, Matanzas, Cuba",CU,https://article.wn.com/view/2019/06/13/expedia_fined_for_travel_deals_that_violated_us_cuba_sanctio/
5257,852209681,20190613,CVL,SETTLEMENT,,CVL,CUB,CUBAN,CUB,,163,-4.41988950276244,"Havana, Ciudad de La Habana, Cuba",CU,"Havana, Ciudad de La Habana, Cuba",CU,https://www.marketscreener.com/EXPEDIA-GROUP-INC-9605918/news/Expedia-Settles-Alleged-Violations-of-U-S-Sanctions-on-Cuba-Treasury-Says-28754503/
5258,852211974,20190613,GOV,GOVERNMENT,,GOV,BUS,COMPANY,,BUS,10,-4.04063900755488,Cuba,CU,Cuba,CU,https://kvoa.com/ap-national-news/2019/06/13/us-says-expedia-pays-325000-over-cuban-travel-allegations/
5260,852217186,20190614,CVL,SETTLEMENT,,CVL,CUB,CUBAN,CUB,,163,-5.0,"Havana, Ciudad de La Habana, Cuba",CU,"Havana, Ciudad de La Habana, Cuba",CU,https://www.wsj.com/articles/expedia-settles-alleged-violations-of-u-s-sanctions-on-cuba-treasury-says-11560463338
5261,852217579,20190614,GOV,GOVERNMENT,,GOV,BUS,COMPANY,,BUS,010,-4.02802637810125,Cuba,CU,Cuba,CU,https://www.570news.com/2019/06/13/us-says-expedia-pays-325000-over-cuban-travel-allegations/
5263,852225358,20190614,BUS,COMPANY,,BUS,,,,,012,-2.10820187080973,Cuba,CU,,,https://www.thetelegraph.com/news/article/US-says-Expedia-pays-325-000-over-Cuban-travel-13990949.php
5273,852268549,20190614,USA,UNITED STATES,USA,,ESP,SPANISH,ESP,,030,1.07197741091925,"Florida, United States",US,Spain,SP,https://www.business-standard.com/article/news-ians/us-fines-expedia-for-providing-travel-services-to-cuba-119061400175_1.html
5274,852273680,20190614,CUB,CUBA,CUB,,,,,,033,-4.91803278688524,Cuba,CU,,,https://www.geekwire.com/2019/expedia-settles-cuba-travel-allegations-325k-informing-u-s-government-violations/
5278,852360741,20190614,USAMED,THE ASSOCIATED PRESS,USA,MED,,,,,070,-2.20994475138122,Cuba,CU,,,https://miami.cbslocal.com/2019/06/14/expedia-cuba-travel-allegations/
5279,852367189,20190614,USA,UNITED STATES,USA,,ESP,SPANISH,ESP,,030,0.0,Cuba,CU,Cuba,CU,https://english.sakshi.com/world/2019/06/14/expedia-violates-cuba-economic-sanctions-penalised-by-us
5280,852406671,20190614,,,,,CUB,CUBAN,CUB,,1031,-3.23054331864904,,,Cuba,CU,https://www.complianceweek.com/regulatory-enforcement/expedia-settles-with-treasury-for-violations-of-us-sanctions-on-cuba/27256.article
5282,852412841,20190614,GOV,GOVERNMENT,,GOV,CUB,CUBAN,CUB,,128,-4.10752038659015,Cuba,CU,Cuba,CU,https://time.com/5606778/expedia-fined-cuba-travel/
5283,852644523,20190616,CUB,CUBAN,CUB,,VEN,VENEZUELA,VEN,,20,-1.82370820668694,Venezuela,VE,Venezuela,VE,https://havanatimes.org/news/expedia-fined-big-time-for-selling-trips-to-cuba/
5288,853014813,20190617,BUS,COMPANY,,BUS,,,,,12,-2.54957507082153,Cuba,CU,,,https://www.travelweekly.com/Travel-News/Government/Expedia-fined-for-allegedly-violating-Cuba-regulations
5298,853187937,20190618,GOV,ADMINISTRATION,,GOV,USA,AMERICAN,USA,,51,-2.98507462686567,Cuba,CU,"Florida, United States",US,http://www.travelmarketreport.com/articles/Expedia-Agrees-to-Settlement-After-Violating-New-Cuba-Travel-Regulations
5303,853258008,20190618,AUS,AUSTRALIA,AUS,,NLD,NETHERLANDS,NLD,,20,3.24909747292418,"Santorini, Perifereia Notiou Aigaiou, Greece",GR,"Santorini, Perifereia Notiou Aigaiou, Greece",GR,https://viewfinder.expedia.com/learn-how-to-take-amazing-travel-photos/
5305,853348185,20190619,SGP,SINGAPOREAN,SGP,,,,,,055,2.65848670756646,Singapore,SN,,,https://www.theonlinecitizen.com/2019/06/19/expedias-etiquette-study-shows-that-when-it-comes-to-good-travel-your-manners-are-the-carry-on-that-matter-most/
5306,853543347,20190619,GOV,REGIME,,GOV,VEN,VENEZUELAN,VEN,,051,-5.96707818930041,"Miami, Florida, United States",US,"Miami, Florida, United States",US,https://news.yahoo.com/exiles-sue-expedia-trivago-trafficking-202815608.html
5308,853719363,20190620,GOV,REGIME,,GOV,VEN,VENEZUELAN,VEN,,51,-6.2712553044211,"Florida, United States",US,"Florida, United States",US,https://skift.com/2019/06/20/cuban-property-owners-sue-expedia-for-profiting-from-seized-hotels/
5310,855285109,20190627,BUS,COMPANY,,BUS,,,,,111,1.66857734470832,United States,US,,,https://www.geekwire.com/2019/expedia-group-shows-off-900m-seattle-waterfront-campus-thousands-employees-prepare-move/
5313,855428810,20190627,GOV,PRESIDENT,,GOV,USAGOV,SEATTLE,USA,GOV,43,-0.93240093240093,,,,,https://www.king5.com/article/news/expedia-prepares-to-move-thousands-of-employees-to-new-interbay-campus-in-seattle/281-5b3b39b7-8461-42f3-ac0d-67ba15f887ef
5315,855491896,20190627,USA,SEATTLE,USA,,BUS,BUSINESS,,BUS,231,0.0,United States,US,United States,US,https://www.geekwire.com/2019/seattle-mayor-explains-strategy-behind-tech-blitz-visiting-apple-expedia-amazon-one-week/
5316,855941642,20190630,,,,,BUS,INDUSTRY,,BUS,20,0.785224647925238,,,United States,US,https://skift.com/2019/06/29/expedia-groups-ruling-on-resort-fees-and-9-other-hospitality-trends-this-week/
5318,857038739,20190704,BUS,AIRLINE,,BUS,TUR,TURKISH,TUR,,60,6.44171779141104,Turkey,TU,Turkey,TU,https://www.eturbonews.com/257233/rising-demand-for-turkey-tourism-pegasus-airlines-partners-with-expedia-partner-solutions/
5320,857317211,20190706,,,,,EDU,UNIVERSITY,,EDU,43,3.28738069989396,,,"San Francisco, California, United States",US,https://viewfinder.expedia.com/national-ice-cream-day-gelato-vs-ice-cream/
5326,859949834,20190718,ISR,ISRAELI,ISR,,DEU,BERLIN,DEU,,111,1.33928571428572,"Jerusalem, Israel (general), Israel",IS,"Jerusalem, Israel (general), Israel",IS,https://www.jpost.com/Israel-News/Expedia-discriminating-against-Israelis-legal-think-tank-says-596044
5328,859955173,20190718,AUS,VICTORIA,AUS,,MNCUSAMED,GOOGLE,USA,MNC,51,-3.49854227405248,,,,,https://bc.ctvnews.ca/consumer-warning-travellers-being-bilked-by-expedia-imposters-1.4512808
5330,859967922,20190718,MED,WEBSITE,,MED,,,,,10,-2.0,"Honolulu, Hawaii, United States",US,,,https://www.hawaiinewsnow.com/2019/07/18/better-business-bureau-warns-scam-targeting-expedia-users/
5331,860222272,20190719,MED,WEBSITE,,MED,BUS,BUSINESS,,BUS,130,-1.27118644067797,"Dubai, Dubayy, United Arab Emirates",AE,"Dubai, Dubayy, United Arab Emirates",AE,https://www.cbc.ca/news/canada/british-columbia/expedia-booking-gift-cards-scam-1.5216306
5334,860339194,20190719,AUS,VICTORIA,AUS,,MNCUSAMED,GOOGLE,USA,MNC,10,-1.94029850746269,Canada,CA,Canada,CA,https://www.tricitynews.com/news/scam-dupes-expedia-customers-with-fake-google-partnership-1.23888709
5335,860597561,20190721,,,,,USA,UNITED STATES,USA,,20,-0.77369439071566,,,"Alabama, United States",US,https://whnt.com/2019/07/20/north-alabama-consumer-loses-thousands-to-expedia-impostor/
5339,860626028,20190721,,,,,MED,MEDIA,,MED,42,-3.19700255488333,,,"Quebec, Quebec, Canada",CA,https://www.cbc.ca/news/business/expedia-refund-travel-agent-passenger-rights-1.5218567
5365,860627944,20190721,ETH,ETHIOPIAN,ETH,,,,,,160,-3.18275154004107,Ethiopia,ET,,,https://ca.news.yahoo.com/expedia-customer-fights-1-000-080000143.html
5367,860635354,20190721,,,,,GHA,ACCRA,GHA,,42,-3.17324185248714,,,"Quebec, Quebec, Canada",CA,https://www.msn.com/en-ca/money/topstories/expedia-customer-fights-for-dollar1000-refund-after-being-mistakenly-told-his-flight-was-cancelled/ar-AAEDMcl
5372,860934214,20190722,JUD,DISTRICT COURT,,JUD,USA,UNITED STATES,USA,,114,-4.24710424710424,"Harris County, Texas, United States",US,"Harris County, Texas, United States",US,https://setexasrecord.com/stories/512770694-montana-couple-alleges-expedia-van-lines-overcharged-damaged-property
5376,861171927,20190723,CVL,TRAVELER,,CVL,BUS,BUSINESS,,BUS,12,-1.76056338028169,Canada,CA,Canada,CA,https://www.kmvt.com/content/news/BBB-warns-of-Expedia-customer-service-imposters-513070051.html
5377,861325420,20190724,CVL,CIVILIAN,,CVL,ISRUAF,ISRAEL,ISR,UAF,190,-7.46004271690262,"Gaza, Israel (general), Israel",IS,"Gaza, Israel (general), Israel",IS,https://www.irishsun.com/news/261837731/expedia-called-on-not-to-list-israeli-settlements-properties
5390,861755935,20190726,BUS,COMPANY,,BUS,USA,SEATTLE,USA,,192,1.44264869794305,,,,,https://www.geekwire.com/2019/expedia-books-183m-profit-q2-prepares-open-new-seattle-headquarters/
5392,861888999,20190726,,,,,BTN,BHUTANI,BTN,,20,2.57234726688103,,,,,https://www.geekwire.com/2019/expedia-president-aman-bhutani-leaving-travel-giant-shuffles-execs-realigns-internal-teams/
5393,861922577,20190726,,,,,EUR,EUROPE,EUR,,130,-6.17760617760618,,,"White House, District of Columbia, United States",US,https://www.cnbc.com/2019/07/26/expedia-ceo-mark-okerstrom-warns-against-europe-digital-services-taxes.html
5404,862003626,20190727,GOV,PRESIDENT,,GOV,BUS,BUSINESS,,BUS,111,3.53356890459364,China,CH,China,CH,https://skift.com/2019/07/26/expedia-president-aman-bhutani-is-leaving-amidst-exec-reshuffle/
5406,862290537,20190729,CHN,CANTON,CHN,,,,,,114,-1.75438596491228,China,CH,,,https://www.herald-dispatch.com/features_entertainment/bbb-warns-expedia-imposters-stealing-thousands-from-consumers/article_66aa42e0-4033-56d5-b6ef-d7e766cbe16d.html
5407,862334239,20190729,BUS,COMPANIES,,BUS,,,,,1043,-1.14942528735632,Canada,CA,,,https://www.bclocalnews.com/news/travellers-losing-thousands-to-expedia-imposters/
5408,862538134,20190730,USA,UNITED STATES,USA,,,,,,60,-0.36496350364964,"Louisiana, United States",US,,,https://www.kplctv.com/2019/07/30/bbb-warning-travelers-scam-involving-expedia/
5409,862631851,20190730,BUS,COMPANY,,BUS,,,,,71,3.07971014492754,"Washington, United States",US,,,https://www.geekwire.com/2019/tech-moves-blokable-co-founder-leaves-expedia-extrahop-names-new-finance-chief/
5410,863218130,20190801,BTN,BHUTANI,BTN,,,,,,36,0.571428571428569,,,,,https://www.zdnet.com/article/godaddy-names-expedia-alum-as-ceo/
5413,863237490,20190802,,,,,BUS,COMPANY,,BUS,30,0.993402251813726,,,,,https://www.geekwire.com/2019/godaddy-hires-former-expedia-president-aman-bhutani-new-ceo/
5418,863329661,20190802,CVL,TRAVELLER,,CVL,,,,,10,3.14685314685315,"Bangkok, Krung Thep Mahanakhon, Thailand",TH,,,https://www.traveldailynews.asia/expedia-group-reveals-how-thai-hoteliers-can-unlock-growth
5421,863412747,20190802,GOV,PRESIDENT,,GOV,USA,UNITED STATES,USA,,51,5.33728687916976,"Iowa, United States",US,"Iowa, United States",US,https://viewfinder.expedia.com/ultimate-iowa-state-fair-travel-guide/
5422,863473574,20190803,,,,,GBR,LONDON,GBR,,42,-1.44770177902807,,,"London, London, City of, United Kingdom",UK,https://viewfinder.expedia.com/solo-travel/
5425,863541508,20190803,BTN,BHUTANI,BTN,,GOV,PRESIDENT,,GOV,831,2.13149924280667,"Delhi, Delhi, India",IN,"Delhi, Delhi, India",IN,https://economictimes.indiatimes.com/tech/internet/expedias-aman-bhutani-to-join-godaddy-as-ceo/articleshow/70510183.cms
5431,863569794,20190803,BTN,BHUTANI,BTN,,BUS,COMPANY,,BUS,51,4.56140350877193,"Delhi, Delhi, India",IN,"Delhi, Delhi, India",IN,https://www.businesstoday.in/current/corporate/godaddy-appoints-expedias-aman-bhutani-as-new-ceo/story/370259.html
5433,863671385,20190804,BTN,BHUTANI,BTN,,IND,DELHI,IND,,36,2.1978021978022,"Delhi, Delhi, India",IN,"Delhi, Delhi, India",IN,https://swarajyamag.com/insta/former-president-of-expedia-group-aman-bhutani-will-take-over-as-godaddys-global-ceo
5438,863733382,20190804,,,,,ARE,DUBAI,ARE,,57,3.27868852459016,,,"Dubai, Dubayy, United Arab Emirates",AE,https://www.hoteliermiddleeast.com/business/106315-expedia-group-records-growth-in-chinese-visitors-to-uae
5443,863889920,20190805,ARE,DUBAI,ARE,,CHN,CHINESE,CHN,,43,1.43540669856459,"Dubai, Dubayy, United Arab Emirates",AE,China,CH,https://www.traveldailymedia.com/expedia-group-sees-growth-in-chinese-visitors-to-uae/
5448,865570920,20190813,BUS,COMPANY,,BUS,CVL,NEIGHBORHOOD,,CVL,192,0.34662045060658,,,,,https://mynorthwest.com/1477998/seattle-expedia-workers-interbay/
5451,865869368,20190814,BUS,INDUSTRY,,BUS,MNCIRL,RYANAIR,IRL,MNC,43,-2.67857142857142,Ireland,EI,Ireland,EI,https://www.geekwire.com/2019/expedia-ryanair-quietly-settle-lawsuit-online-travel-giant-tries-make-peace-industry/
5454,865947760,20190815,MNCIRL,RYANAIR,IRL,MNC,,,,,20,-5.03778337531486,United States,US,,,https://www.independent.ie/business/irish/ryanair-and-expedia-settle-dispute-on-fares-38404616.html
5457,865964698,20190815,BUS,COMPANY,,BUS,,,,,120,-1.3477088948787,"Amsterdam, Noord-Holland, Netherlands",NL,,,https://www.theguardian.com/money/2019/aug/15/expedia-hotel-book-non-refundable-error-refund
5458,867097818,20190820,AUS,AUSTRALIA,AUS,,CVL,TOURIST,,CVL,130,7.86163522012579,Australia,AS,Australia,AS,https://www.theedgemarkets.com/article/tourism-malaysia-partners-expedia-boost-international-tourist-arrivals
5464,867161973,20190821,MYS,MALAYSIA,MYS,,MYSBUS,MALAYSIA,MYS,BUS,43,5.05553827701735,Malaysia,MY,Malaysia,MY,https://www.thestar.com.my/news/nation/2019/08/21/tourism-malaysia-ties-up-with-expedia
5467,867170138,20190821,MYS,MALAYSIA,MYS,,GOV,GOVERNMENT,,GOV,31,3.89863547758284,Malaysia,MY,Malaysia,MY,https://www.msn.com/en-my/news/national/tourism-malaysia-ties-up-with-expedia/ar-AAG5ez5
5469,867269112,20190821,,,,,MYS,MALAYSIA,MYS,,62,6.47181628392484,,,Malaysia,MY,https://www.webintravel.com/expedia-joins-forces-with-tourism-malaysia-in-destination-promotion-and-digital-innovation/
5475,868205131,20190825,ESP,BARCELONA,ESP,,cat,CATALAN,,,10,2.63157894736842,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,https://skift.com/2019/08/25/airbnb-beat-expedia-in-bookings-and-15-other-hospitality-trends-this-week/
5476,869232656,20190829,,,,,CAN,TORONTO,CAN,,42,-0.132444066032825,,,"Montego Bay, Saint James, Jamaica",JM,https://news.yahoo.com/ontario-family-stranded-jamaica-expedia-195622593.html
5482,869263330,20190829,BUS,COMPANY,,BUS,JAM,JAMAICA,JAM,,40,-0.12771392081737,"Florida, United States",US,"Montego Bay, Saint James, Jamaica",JM,https://www.yahoo.com/lifestyle/ontario-family-stranded-jamaica-expedia-195622593.html
5483,869308399,20190830,,,,,CAN,TORONTO,CAN,,42,-0.12771392081737,,,"Montego Bay, Saint James, Jamaica",JM,https://ca.news.yahoo.com/ontario-family-stranded-jamaica-expedia-195622593.html
5489,871362647,20190909,BUS,COMPANIES,,BUS,,,,,10,3.1012169799595,Singapore,SN,,,https://www.ttgasia.com/2019/09/09/expedia-ai-singapore-join-forces-on-ai-to-improve-online-searches-for-asian-travellers/
5493,871427912,20190909,GOV,PRESIDENT,,GOV,SGP,SINGAPORE,SGP,,30,4.30555555555556,Singapore,SN,Singapore,SN,https://www.traveldailynews.asia/expedia-group-and-ai-singapore-ink-to-develop-ai-solution-t
5496,871640250,20190910,,,,,BUS,INDUSTRY,,BUS,42,-1.30293751369331,,,"New York, United States",US,https://skift.com/2019/09/10/skift-global-forum-preview-expedia-ceo-plays-the-long-game-in-short-term-rentals/
